brand,brand_goodwill,year,age_years,horsepower,engine_size_l,mileage,fuel_type,transmission,owner_count,accident_count,doors,city_mpg,price
Volkswagen,7.34,2022,4,133.5,1.0,41848,Petrol,Automatic,3,1.0,4,24.1,23694.55
Mazda,6.92,2021,5,168.5,2.08,65933,Petrol,Automatic,2,0.0,4,33.4,17594.82
Honda,8.19,2013,13,162.9,1.6,199794,Diesel,Automatic,1,0.0,4,34.8,9911.06
Hyundai,6.52,2009,17,184.3,2.79,148115,Petrol,Automatic,2,0.0,4,34.8,2500.0
Mazda,7.95,2014,12,319.1,0.0,132267,Electric,Automatic,3,0.0,4,12.0,21950.23
Mazda,7.6,2012,14,193.8,2.09,86625,Petrol,Automatic,2,1.0,4,28.6,9882.5
Mazda,7.45,2025,1,229.6,1.24,8987,Diesel,Automatic,3,0.0,4,30.3,29520.0
Subaru,7.48,2023,3,149.2,3.18,47614,Petrol,Automatic,1,0.0,4,29.8,26163.26
Ford,6.55,2021,5,164.5,1.99,15266,Petrol,Automatic,1,0.0,4,,19640.81
Nissan,6.3,2011,15,133.1,2.83,174114,Petrol,Automatic,1,0.0,4,26.4,4234.73
Volkswagen,6.99,2008,18,180.8,1.97,284673,Petrol,Automatic,2,1.0,4,19.6,3952.37
Ford,6.05,2021,5,249.6,,39818,Petrol,Automatic,1,0.0,4,31.2,22351.77
BMW,8.79,2017,9,249.6,2.49,123441,Hybrid,Automatic,1,1.0,4,35.7,41857.66
Nissan,5.97,2016,10,199.1,1.99,149590,Petrol,Automatic,3,1.0,4,38.3,8362.82
Volkswagen,7.01,2009,17,153.9,1.19,179171,Petrol,Manual,1,1.0,4,33.1,2500.0
Nissan,6.81,2016,10,170.0,3.03,88996,Petrol,Automatic,1,0.0,4,34.8,14606.01
Nissan,5.83,2013,13,264.0,0.0,132118,Electric,Automatic,1,1.0,4,12.0,13399.99
Subaru,7.1,2015,11,175.4,1.92,215903,Diesel,Automatic,2,0.0,4,21.4,15620.28
BMW,8.72,2017,9,365.1,2.59,118019,Petrol,Automatic,1,0.0,4,17.0,48568.61
Honda,8.56,2015,11,224.2,3.07,104645,Hybrid,Automatic,2,0.0,4,34.8,23057.52
Kia,6.72,2025,1,156.8,,11388,Diesel,Automatic,1,0.0,4,25.3,21911.63
Mazda,7.92,2021,5,189.2,1.3,47531,Petrol,Automatic,2,0.0,4,23.3,20892.15
Lexus,8.86,2015,11,277.7,2.64,48476,Petrol,Automatic,2,0.0,4,27.5,47192.26
Volkswagen,6.07,2010,16,206.7,2.87,165318,Petrol,Automatic,1,0.0,4,22.7,9833.16
Volkswagen,7.94,2012,14,233.8,0.0,169775,Electric,Automatic,1,0.0,4,12.0,18929.42
Volkswagen,7.01,2018,8,179.1,2.06,62445,Diesel,Automatic,2,0.0,4,30.4,21888.56
Kia,7.23,2013,13,146.6,1.1,157165,Hybrid,Automatic,3,0.0,4,38.3,7827.21
Lexus,9.52,2024,2,276.9,3.98,23274,Petrol,Manual,1,0.0,4,21.8,55335.8
Ford,6.89,2023,3,189.6,2.13,52090,Hybrid,Automatic,1,0.0,4,41.5,24856.92
Mercedes-Benz,8.6,2013,13,326.6,3.83,140946,Diesel,Automatic,1,0.0,4,25.9,44952.94
Subaru,7.95,2021,5,234.2,2.72,55647,Hybrid,Manual,4,1.0,4,43.8,26656.46
Volkswagen,6.73,2013,13,257.7,1.38,161390,Diesel,Automatic,1,1.0,4,30.1,13285.21
Volkswagen,6.55,2012,14,325.3,0.0,174819,Electric,Automatic,2,1.0,4,12.0,16718.81
Chevrolet,6.13,2014,12,176.2,3.1,82604,Petrol,Automatic,2,2.0,4,24.6,8779.3
Ford,6.27,2010,16,171.1,2.03,154224,Petrol,Automatic,1,0.0,4,24.7,7437.64
Ford,6.31,2020,6,179.2,2.82,67100,Petrol,Automatic,1,0.0,4,30.3,17590.54
Honda,7.51,2026,0,182.8,2.94,500,Petrol,Automatic,3,0.0,4,18.3,30516.22
Kia,6.35,2023,3,316.4,0.0,36155,Electric,Automatic,4,0.0,4,12.0,28867.74
Lexus,9.24,2026,0,243.7,0.0,500,Electric,Automatic,2,0.0,2,12.0,61912.09
Toyota,8.78,2016,10,275.9,0.0,124551,Electric,Automatic,2,2.0,4,12.0,25320.17
Nissan,6.46,2008,18,210.7,2.18,191532,Petrol,Manual,2,2.0,4,30.4,2500.0
Hyundai,6.74,2024,2,149.7,2.34,24674,Diesel,Automatic,1,0.0,4,35.7,21495.12
Audi,8.47,2013,13,263.6,2.58,157325,Petrol,Automatic,1,0.0,4,35.5,34218.67
Chevrolet,5.57,2008,18,316.7,0.0,151177,Electric,Automatic,1,0.0,4,12.0,12275.38
Honda,8.37,2010,16,357.3,0.0,209213,Electric,Automatic,1,0.0,4,12.0,22164.51
Kia,6.65,2020,6,228.6,1.0,70736,Diesel,Automatic,3,1.0,4,32.9,16547.8
Tesla,8.86,2021,5,349.2,0.0,50167,Electric,Automatic,1,1.0,4,12.0,59300.98
Ford,6.45,2013,13,182.9,1.97,195732,Petrol,Automatic,1,1.0,4,28.5,8516.08
Honda,7.93,2025,1,202.6,2.18,10797,Petrol,Automatic,4,0.0,2,30.4,28921.98
Kia,6.87,2010,16,196.5,2.99,187469,Diesel,Automatic,3,0.0,2,23.9,6199.55
Subaru,7.58,2017,9,134.9,2.28,44944,Petrol,Automatic,2,0.0,2,33.6,19084.9
Mercedes-Benz,8.67,2020,6,354.6,0.0,44897,Electric,Automatic,1,0.0,4,12.0,56460.56
Mercedes-Benz,9.14,2023,3,295.8,3.62,27957,Petrol,Automatic,1,0.0,4,21.2,58570.57
Mazda,7.25,2012,14,192.1,2.44,203434,Hybrid,Automatic,1,0.0,4,44.0,11213.24
Mercedes-Benz,8.92,2016,10,321.9,,138143,Petrol,Automatic,1,1.0,2,26.6,48257.83
Mazda,7.1,2025,1,136.0,3.07,22302,Petrol,Manual,3,1.0,4,25.8,20755.78
Mazda,7.47,2021,5,115.3,1.95,67044,Diesel,Automatic,1,0.0,4,,20879.62
Subaru,7.55,2022,4,150.7,1.0,54997,Hybrid,Automatic,2,1.0,4,36.2,24715.82
Kia,6.78,2021,5,177.7,2.07,60074,Hybrid,Automatic,1,0.0,2,36.2,20025.87
Nissan,6.95,2016,10,238.1,1.51,158947,Petrol,Automatic,1,0.0,4,26.2,18938.09
Chevrolet,6.33,2018,8,218.8,2.9,120175,Petrol,Automatic,2,1.0,4,31.6,16658.23
Hyundai,7.31,2025,1,180.3,2.8,5474,Petrol,Automatic,1,1.0,4,25.6,26197.04
BMW,9.03,2026,0,290.1,2.76,500,Petrol,Automatic,2,0.0,4,29.9,57322.03
Mazda,6.85,2021,5,178.6,1.63,28938,Petrol,Manual,3,0.0,2,25.9,17165.28
Chevrolet,6.02,2011,15,137.6,2.41,235953,Petrol,Automatic,1,0.0,4,26.5,2500.0
Volkswagen,7.4,2020,6,206.2,1.77,44676,Hybrid,Automatic,1,0.0,4,36.3,29099.44
Toyota,8.94,2013,13,186.2,1.4,112907,Hybrid,Manual,1,0.0,4,34.3,16927.4
Mazda,7.42,2020,6,195.4,1.65,97668,Diesel,Automatic,2,1.0,4,,20059.92
Honda,8.23,2013,13,180.0,1.4,179293,Petrol,Automatic,1,0.0,2,22.8,13976.3
Tesla,8.42,2010,16,267.1,3.18,167293,Petrol,Automatic,4,1.0,4,23.0,36144.13
Kia,6.13,2017,9,418.7,0.0,134906,Electric,Manual,2,0.0,2,12.0,17764.05
Mazda,7.68,2017,9,160.8,2.86,113184,Petrol,Automatic,1,0.0,2,23.6,17205.05
Kia,6.03,2017,9,213.0,1.36,66943,Petrol,Automatic,1,1.0,4,20.8,11431.05
Subaru,6.81,2026,0,143.0,1.0,500,Hybrid,Manual,4,0.0,2,40.1,26659.72
Nissan,6.34,2017,9,190.2,2.47,150296,Petrol,Automatic,1,0.0,4,32.0,13671.18
Lexus,10.0,2013,13,212.6,3.62,195857,Petrol,Automatic,1,0.0,4,24.9,36622.07
Honda,7.88,2012,14,204.3,1.94,96447,Diesel,Automatic,1,0.0,4,23.3,18094.76
Nissan,6.41,2019,7,202.6,3.02,110086,Petrol,Manual,1,0.0,4,31.2,17856.46
Nissan,6.25,2012,14,192.5,2.52,167097,Petrol,Automatic,2,0.0,4,18.8,5680.44
Mazda,6.95,2014,12,207.5,2.51,145592,Diesel,Automatic,2,1.0,4,35.4,9110.97
Honda,9.03,2024,2,157.7,1.47,32460,Petrol,Manual,2,0.0,4,25.2,26106.28
Honda,8.06,2025,1,169.7,,14858,Petrol,Automatic,2,0.0,4,21.0,30009.1
Nissan,6.53,2023,3,163.4,1.18,42642,Diesel,Automatic,2,0.0,2,34.7,20591.74
Chevrolet,6.31,2012,14,142.5,2.1,127465,Hybrid,Automatic,1,1.0,4,38.5,6547.02
Honda,8.75,2020,6,125.5,2.54,65367,Petrol,Automatic,2,0.0,2,27.7,20466.83
Subaru,7.92,2010,16,201.1,1.71,187624,Petrol,Automatic,2,0.0,4,28.6,14767.02
Honda,8.74,2019,7,209.3,3.07,116607,Hybrid,Automatic,1,0.0,2,32.5,25731.09
Subaru,7.4,2022,4,170.1,1.51,46882,Petrol,Automatic,1,0.0,4,34.3,25342.89
Toyota,8.41,2013,13,193.8,3.13,156247,Petrol,Manual,1,0.0,4,30.3,14066.84
BMW,9.37,2026,0,318.2,2.78,1948,Petrol,Automatic,1,1.0,4,31.5,58220.23
Mazda,7.93,2015,11,149.6,1.0,119454,Petrol,Automatic,1,1.0,4,27.1,12671.62
Honda,8.63,2024,2,180.7,1.16,26386,Petrol,Automatic,1,0.0,4,21.6,26281.77
Kia,6.16,2008,18,178.6,1.11,226168,Petrol,Manual,1,0.0,4,24.9,2500.0
Hyundai,6.07,2021,5,195.8,,45774,Hybrid,Automatic,1,0.0,2,43.1,19676.67
Chevrolet,5.57,2013,13,159.0,1.82,164534,Petrol,Automatic,1,1.0,4,24.1,3437.44
Lexus,9.06,2008,18,308.8,3.99,151308,Petrol,Automatic,1,1.0,4,26.3,40088.13
Subaru,7.49,2015,11,147.0,1.0,81467,Diesel,Manual,1,1.0,4,27.7,11527.2
Volkswagen,6.93,2020,6,178.7,0.0,67037,Electric,Automatic,2,0.0,4,12.0,24538.92
Toyota,8.26,2016,10,141.4,2.1,60144,Petrol,Automatic,2,0.0,4,29.6,17065.97
Honda,8.32,2024,2,162.3,2.61,12261,Petrol,Automatic,1,0.0,4,25.9,28827.98
Mercedes-Benz,9.24,2023,3,296.1,4.45,46956,Petrol,Automatic,2,0.0,4,32.5,58801.06
Toyota,8.93,2011,15,149.2,1.64,147010,Diesel,Automatic,1,0.0,2,30.2,10062.95
Lexus,9.59,2024,2,349.9,3.36,27061,Hybrid,Automatic,1,0.0,4,39.8,64327.51
Hyundai,7.28,2008,18,133.4,2.03,180212,Diesel,Manual,1,2.0,2,28.3,2500.0
Hyundai,6.47,2019,7,123.8,2.48,89900,Petrol,Manual,1,0.0,4,29.9,7364.79
Honda,7.63,2021,5,155.4,3.37,28926,Petrol,Automatic,2,0.0,4,21.4,23909.83
Toyota,8.21,2011,15,187.3,,213265,Petrol,Automatic,2,0.0,4,20.1,8910.45
Nissan,5.81,2023,3,150.5,1.59,53346,Petrol,Manual,2,0.0,4,41.7,15823.01
BMW,9.27,2025,1,290.3,3.24,10203,Petrol,Automatic,1,0.0,4,,56037.94
Ford,6.38,2026,0,205.7,2.02,2048,Petrol,Manual,1,0.0,2,16.5,26372.67
Lexus,9.09,2012,14,283.2,3.72,183694,Hybrid,Automatic,2,1.0,4,44.6,39482.25
Nissan,6.62,2020,6,167.0,1.79,79580,Hybrid,Manual,1,1.0,4,40.8,14355.91
Lexus,8.93,2017,9,282.3,2.51,72026,Petrol,Automatic,2,,4,26.3,40731.51
Toyota,8.5,2017,9,185.2,1.0,119368,Diesel,Automatic,4,0.0,4,22.8,16063.32
BMW,8.5,2016,10,243.6,3.35,119815,Hybrid,Manual,2,1.0,4,44.1,39635.2
Kia,6.55,2008,18,211.2,2.37,124381,Diesel,Automatic,2,1.0,4,,3311.87
Kia,6.83,2008,18,139.0,1.0,202222,Diesel,Automatic,1,4.0,4,20.5,2500.0
Ford,6.59,2010,16,218.4,2.01,95005,Petrol,Automatic,1,0.0,4,24.6,10362.26
Mercedes-Benz,9.22,2025,1,298.6,3.94,12930,Petrol,Automatic,3,0.0,4,28.7,61232.88
Nissan,6.94,2022,4,146.8,2.31,65406,Petrol,Automatic,3,0.0,4,30.0,16020.74
Hyundai,6.78,2008,18,206.4,1.53,375050,Petrol,Automatic,2,0.0,4,25.2,2500.0
Chevrolet,6.14,2023,3,160.1,1.44,38684,Petrol,Automatic,3,0.0,2,24.2,19597.37
Subaru,7.63,2009,17,175.8,1.0,310341,Petrol,Automatic,1,0.0,4,24.5,2500.0
Ford,6.35,2020,6,199.9,2.44,65478,Diesel,Automatic,2,1.0,4,23.9,14813.35
Mazda,6.81,2025,1,207.9,2.54,19160,Petrol,Automatic,2,0.0,2,24.2,27673.01
Subaru,8.27,2020,6,133.3,2.64,48851,Hybrid,Manual,3,0.0,4,35.5,21014.38
Mercedes-Benz,9.32,2014,12,293.0,3.38,131144,Petrol,Automatic,2,1.0,4,19.5,42889.66
Audi,8.65,2015,11,285.9,3.43,180768,Petrol,Manual,3,,4,26.3,31408.97
Volkswagen,6.98,2023,3,226.8,1.9,36846,Petrol,Manual,1,0.0,4,31.7,24867.51
Lexus,9.18,2015,11,341.7,3.71,107218,Petrol,Automatic,2,0.0,4,24.7,47935.69
Mercedes-Benz,8.5,2008,18,318.9,3.67,176010,Diesel,Automatic,1,1.0,4,33.0,37046.23
Hyundai,6.74,2016,10,107.8,1.49,151711,Hybrid,Automatic,1,1.0,4,29.0,7367.49
Nissan,6.09,2008,18,188.2,1.14,257014,Diesel,Automatic,1,1.0,4,28.8,2500.0
Ford,5.79,2022,4,179.4,1.4,49326,Diesel,Automatic,1,0.0,4,27.5,20960.38
Lexus,8.23,2016,10,269.7,3.91,80951,Diesel,Automatic,2,0.0,4,18.4,45031.55
Subaru,7.86,2025,1,159.6,1.67,500,Petrol,Automatic,2,0.0,4,32.2,35670.32
Kia,6.12,2009,17,217.3,1.21,172106,Petrol,Automatic,1,0.0,4,27.5,3030.12
Kia,6.58,2013,13,160.6,1.43,90223,Petrol,Automatic,1,2.0,4,27.6,5538.47
Subaru,7.28,2025,1,176.1,1.0,13562,Hybrid,Automatic,4,0.0,2,39.5,27927.03
Volkswagen,6.95,2017,9,193.4,2.63,78082,Hybrid,Manual,1,1.0,4,38.8,16830.42
Toyota,8.18,2022,4,212.7,0.0,65379,Electric,Automatic,1,0.0,4,12.0,27839.74
Ford,6.71,2017,9,153.4,1.78,169445,Petrol,Automatic,1,0.0,4,25.7,10362.57
Volkswagen,6.46,2024,2,209.0,0.0,31316,Electric,Manual,1,0.0,2,12.0,26622.25
Audi,8.52,2014,12,307.4,2.35,196509,Petrol,Automatic,2,0.0,4,24.1,38285.71
Hyundai,7.81,2020,6,140.4,1.0,108725,Petrol,Automatic,1,0.0,4,33.4,16226.66
Volkswagen,7.08,2014,12,228.1,2.4,111385,Petrol,Manual,1,2.0,4,31.8,11618.59
Hyundai,8.06,2018,8,213.5,2.65,135530,Petrol,Automatic,2,0.0,4,32.4,14814.14
Volkswagen,7.68,2014,12,204.1,1.0,201750,Petrol,Automatic,3,1.0,4,29.2,11547.84
BMW,9.36,2008,18,298.2,3.78,220296,Petrol,Automatic,1,0.0,4,29.1,34107.56
Tesla,9.05,2008,18,295.8,3.18,131465,Diesel,Automatic,1,1.0,4,27.0,41141.95
Volkswagen,7.43,2017,9,179.7,2.18,91277,Diesel,Manual,2,0.0,4,30.3,12375.92
BMW,9.24,2020,6,329.0,2.54,52723,Hybrid,Automatic,1,0.0,4,35.4,56234.13
Hyundai,6.92,2015,11,149.0,1.52,146985,Hybrid,Automatic,2,0.0,4,34.2,9289.69
Mazda,6.67,2016,10,173.1,1.15,136495,Petrol,Automatic,3,0.0,4,28.4,8015.31
Audi,8.02,2018,8,231.7,3.67,87165,Petrol,Automatic,1,2.0,4,28.1,38837.01
Subaru,7.56,2026,0,184.0,2.18,2298,Diesel,Automatic,3,0.0,4,24.5,29924.35
Nissan,6.68,2025,1,231.1,0.0,19882,Electric,Manual,4,0.0,4,12.0,26020.31
Honda,8.59,2024,2,139.0,2.51,18244,Petrol,Automatic,2,0.0,4,26.5,26814.48
Mazda,7.0,2023,3,197.0,2.38,48068,Petrol,Automatic,2,0.0,4,,25992.84
Audi,8.29,2009,17,212.8,3.52,267640,Petrol,Automatic,2,,4,30.6,26064.78
Lexus,9.33,2015,11,282.0,3.63,203713,Petrol,Automatic,2,0.0,4,33.7,43582.68
Ford,6.49,2020,6,188.7,2.17,84214,Hybrid,Automatic,1,2.0,4,34.3,15576.0
Lexus,9.69,2010,16,297.4,3.76,208930,Diesel,Automatic,1,0.0,4,24.4,37242.01
Nissan,5.82,2025,1,275.9,0.0,9083,Electric,Automatic,1,0.0,4,12.0,30797.25
Mazda,7.93,2026,0,150.7,2.72,500,Diesel,Manual,3,0.0,2,28.6,23097.89
Hyundai,7.38,2026,0,160.1,1.45,500,Petrol,Automatic,2,0.0,4,33.5,20669.63
Tesla,8.7,2024,2,300.0,4.36,19887,Hybrid,Automatic,2,0.0,4,36.3,63450.9
Volkswagen,6.56,2020,6,176.9,2.63,68880,Petrol,Automatic,2,0.0,4,31.6,19454.61
Subaru,8.35,2024,2,158.6,1.34,33391,Hybrid,Automatic,2,0.0,4,35.4,28682.7
BMW,8.35,2008,18,341.8,5.22,274819,Hybrid,Automatic,1,0.0,4,31.5,35342.19
Kia,6.23,2020,6,149.8,2.13,59001,Diesel,Automatic,1,0.0,2,32.7,12511.65
Honda,7.68,2018,8,182.6,1.82,61023,Diesel,Automatic,3,0.0,4,30.5,18987.54
Chevrolet,6.15,2017,9,380.4,0.0,96904,Electric,Manual,1,1.0,4,12.0,21353.83
BMW,8.62,2025,1,282.5,4.54,9345,Petrol,Automatic,1,0.0,4,32.5,53443.35
Kia,6.53,2026,0,178.1,2.02,500,Petrol,Automatic,1,0.0,4,27.7,25172.92
BMW,8.64,2015,11,270.7,4.03,115894,Petrol,Automatic,2,0.0,4,26.5,43513.05
Honda,8.07,2012,14,191.9,2.02,144487,Petrol,Automatic,1,1.0,4,29.8,11103.96
Tesla,9.61,2026,0,266.3,3.57,9736,Petrol,Automatic,1,0.0,4,19.6,62101.74
Volkswagen,6.76,2026,0,259.0,0.0,500,Electric,Automatic,1,0.0,4,12.0,35998.83
Chevrolet,6.41,2025,1,339.9,0.0,10608,Electric,Manual,2,0.0,4,12.0,30453.2
Honda,7.73,2019,7,204.1,3.36,87224,Diesel,Automatic,2,0.0,4,24.4,24267.96
Subaru,6.57,2012,14,170.8,2.22,237546,Diesel,Automatic,4,0.0,4,24.4,9485.01
Honda,8.43,2013,13,189.6,2.26,101479,Diesel,Automatic,1,0.0,4,29.7,18871.82
Mazda,7.77,2008,18,131.0,1.57,318823,Petrol,Automatic,1,0.0,4,,2500.0
Ford,6.98,2009,17,233.0,1.45,109459,Petrol,Automatic,1,2.0,4,33.5,3756.97
Chevrolet,5.74,2008,18,159.6,2.36,290518,Petrol,Manual,4,0.0,4,29.3,2500.0
Tesla,9.08,2021,5,375.2,0.0,65339,Electric,Automatic,4,0.0,2,12.0,57992.87
BMW,9.42,2025,1,240.7,3.68,6943,Petrol,Manual,3,1.0,4,29.8,48724.74
Subaru,7.62,2026,0,152.3,2.39,771,Diesel,Automatic,3,0.0,4,27.1,29055.3
Kia,5.97,2016,10,200.6,2.52,76889,Hybrid,Automatic,1,0.0,4,27.2,13198.81
Nissan,6.41,2008,18,174.8,1.89,175509,Petrol,Automatic,2,0.0,4,26.4,2500.0
Hyundai,6.71,2016,10,223.6,2.07,135778,Petrol,Manual,1,1.0,4,31.8,11563.34
Audi,9.27,2017,9,222.7,3.61,80742,Petrol,Automatic,1,0.0,4,31.9,42973.5
Honda,8.05,2023,3,128.7,1.0,48566,Petrol,Automatic,2,1.0,4,26.5,20372.96
Mazda,7.93,2018,8,109.6,1.82,94428,Petrol,Automatic,2,0.0,2,19.1,14468.37
Tesla,8.47,2021,5,284.0,3.56,43088,Diesel,Automatic,2,0.0,4,39.7,56201.03
Honda,8.05,2012,14,151.1,2.31,149805,Petrol,Automatic,2,0.0,4,27.9,8796.11
Hyundai,7.19,2013,13,111.5,2.56,102513,Petrol,Manual,3,1.0,2,24.0,2500.0
Chevrolet,6.48,2022,4,181.7,2.7,44098,Diesel,Automatic,2,1.0,4,31.0,21502.09
Lexus,8.93,2025,1,305.3,3.42,8456,Hybrid,Automatic,2,0.0,4,45.7,62156.0
Kia,5.88,2008,18,174.1,1.6,187559,Hybrid,Automatic,1,0.0,4,35.6,2500.0
Honda,8.14,2010,16,322.9,0.0,203985,Electric,Manual,2,0.0,4,12.0,14986.32
Honda,8.47,2026,0,150.7,2.37,1058,Petrol,Automatic,4,0.0,4,26.2,29947.42
Hyundai,6.62,2009,17,162.0,1.77,235179,Petrol,Automatic,2,0.0,4,27.0,2500.0
Toyota,8.48,2022,4,187.4,2.69,48921,Petrol,Automatic,1,0.0,4,29.4,29805.21
Toyota,9.05,2013,13,172.5,2.26,235879,Petrol,Automatic,2,1.0,4,28.9,8887.09
Hyundai,6.84,2024,2,180.2,2.82,25518,Petrol,Manual,1,0.0,4,29.9,21809.13
Chevrolet,5.37,2013,13,244.8,1.26,132777,Petrol,Automatic,2,,2,35.5,6166.56
Audi,8.74,2017,9,200.1,4.15,78826,Hybrid,Manual,1,3.0,4,44.1,33442.3
Kia,6.49,2013,13,139.2,1.0,129805,Petrol,Automatic,1,0.0,4,29.1,5887.27
Hyundai,6.68,2013,13,181.1,2.59,59915,Petrol,Automatic,2,1.0,4,24.7,12440.76
Kia,7.31,2013,13,224.2,1.6,169338,Diesel,Automatic,1,0.0,4,25.4,13470.91
Mazda,7.69,2021,5,150.0,0.0,48621,Electric,Manual,2,1.0,4,12.0,16754.84
Lexus,9.4,2018,8,303.6,4.14,152493,Petrol,Automatic,1,0.0,4,32.9,46643.07
Honda,8.25,2016,10,190.4,3.46,99224,Petrol,Manual,1,0.0,2,30.4,16749.71
Ford,6.39,2015,11,193.7,1.02,178356,Petrol,Manual,1,0.0,4,27.6,7021.59
Kia,6.5,2023,3,206.7,2.22,44447,Petrol,Automatic,1,0.0,4,32.1,22226.49
Volkswagen,7.0,2012,14,320.0,0.0,146222,Electric,Manual,3,2.0,4,12.0,14384.34
Subaru,7.5,2013,13,217.7,2.89,218244,Petrol,Automatic,4,1.0,4,31.3,12076.24
Lexus,8.76,2018,8,250.0,3.3,57894,Petrol,Manual,1,0.0,4,32.2,45200.63
Honda,8.47,2015,11,175.6,1.22,109493,Hybrid,Automatic,2,1.0,4,41.4,14583.59
Kia,7.02,2013,13,153.6,2.04,107217,Diesel,Automatic,1,,4,33.8,6480.27
Audi,8.84,2010,16,302.5,3.4,234894,Petrol,Automatic,2,0.0,2,32.2,30490.95
Toyota,8.55,2010,16,201.4,2.01,99637,Petrol,Manual,1,3.0,4,33.3,7920.36
Nissan,5.75,2025,1,180.7,2.38,12992,Petrol,Automatic,2,0.0,4,21.2,21792.34
Chevrolet,6.42,2013,13,192.4,2.97,132033,Petrol,Automatic,2,0.0,4,27.3,8192.16
Hyundai,7.08,2025,1,136.9,2.35,1161,Diesel,Automatic,3,1.0,4,24.8,21945.6
Toyota,8.36,2016,10,210.7,2.25,118516,Petrol,Automatic,1,1.0,4,28.5,20697.62
Lexus,9.39,2011,15,370.2,0.0,218318,Electric,Automatic,1,0.0,4,12.0,42741.9
Ford,6.31,2014,12,195.2,2.11,98197,Petrol,Automatic,4,0.0,4,27.3,11944.82
Volkswagen,7.02,2023,3,209.1,1.4,28667,Diesel,Automatic,1,0.0,4,22.7,29136.16
Ford,6.15,2020,6,196.2,2.39,48529,Petrol,Automatic,1,0.0,4,24.1,19686.6
Honda,8.32,2020,6,142.0,1.67,60277,Petrol,Manual,1,0.0,4,21.9,17055.26
Ford,6.42,2026,0,153.5,2.55,2457,Petrol,Manual,3,0.0,4,30.0,23899.84
Mazda,7.77,2026,0,141.3,1.3,500,Petrol,Automatic,2,0.0,4,26.6,26995.24
Mazda,7.37,2021,5,233.8,2.57,68149,Diesel,Automatic,2,0.0,4,,26318.59
Mercedes-Benz,9.26,2014,12,286.2,1.89,191467,Petrol,Automatic,1,0.0,4,35.5,41920.03
Toyota,8.96,2009,17,106.2,2.36,179212,Diesel,Manual,4,0.0,4,25.1,2500.0
Subaru,7.93,2009,17,199.7,1.75,169651,Diesel,Automatic,1,0.0,4,22.1,14440.96
Honda,8.29,2021,5,103.5,1.17,83114,Petrol,Automatic,2,0.0,4,41.4,16478.32
Hyundai,6.34,2022,4,187.9,2.35,50103,Petrol,Automatic,3,0.0,2,27.1,18757.24
Nissan,5.84,2011,15,149.2,2.58,231071,Hybrid,Automatic,1,1.0,4,42.9,2500.0
Honda,8.28,2016,10,156.9,1.22,122847,Hybrid,Automatic,4,1.0,4,38.9,16745.73
Kia,6.39,2023,3,320.6,0.0,22710,Electric,Automatic,3,0.0,4,,31104.0
Volkswagen,6.8,2013,13,146.5,2.06,191918,Petrol,Automatic,1,1.0,4,23.6,5558.37
Subaru,8.18,2012,14,136.1,2.23,207021,Hybrid,Automatic,1,0.0,4,38.5,11171.54
Audi,8.92,2017,9,278.3,2.36,128792,Petrol,Automatic,1,1.0,4,,39002.59
Subaru,7.44,2021,5,135.6,1.27,78915,Petrol,Automatic,2,2.0,4,31.5,14528.78
Subaru,7.04,2009,17,175.4,2.3,258795,Hybrid,Automatic,2,0.0,4,31.2,8669.56
Chevrolet,5.84,2023,3,135.5,1.5,18012,Petrol,Manual,2,1.0,4,24.1,14805.17
Subaru,8.14,2023,3,196.8,2.18,20144,Petrol,Automatic,3,0.0,4,29.2,30941.46
Subaru,7.79,2016,10,364.7,0.0,157094,Electric,Manual,1,3.0,4,12.0,20372.44
Nissan,7.12,2008,18,240.5,1.49,248833,Petrol,Automatic,1,1.0,4,33.0,2909.45
BMW,8.48,2008,18,218.0,3.34,190926,Petrol,Manual,3,1.0,2,21.7,21992.81
Audi,8.06,2016,10,361.5,0.0,133671,Electric,Automatic,1,0.0,4,12.0,43762.1
Tesla,8.56,2018,8,235.3,3.21,119893,Petrol,Automatic,1,0.0,4,26.4,48395.87
Toyota,8.23,2016,10,133.9,1.99,98334,Petrol,Automatic,2,0.0,4,30.1,19513.12
Kia,6.33,2023,3,297.2,0.0,42988,Electric,Automatic,3,0.0,4,12.0,25040.97
Mazda,7.01,2026,0,182.3,1.21,7010,Hybrid,Automatic,2,0.0,4,38.4,31268.16
Nissan,5.65,2011,15,161.6,1.74,232066,Hybrid,Automatic,1,1.0,4,40.4,2500.0
Honda,8.0,2014,12,235.0,1.07,146079,Petrol,Manual,1,1.0,4,30.2,11830.02
Ford,6.87,2024,2,135.4,2.72,31420,Diesel,Automatic,3,0.0,4,32.0,19667.15
BMW,8.71,2017,9,209.5,4.24,16444,Hybrid,Automatic,1,2.0,4,36.2,44670.79
Mercedes-Benz,9.16,2012,14,244.6,2.86,157067,Petrol,Automatic,2,1.0,4,35.2,36012.2
Nissan,6.78,2018,8,119.9,1.88,104242,Hybrid,Automatic,2,0.0,4,34.5,14582.68
Subaru,7.4,2013,13,140.7,2.16,125658,Petrol,Automatic,4,3.0,4,28.2,9770.93
Chevrolet,5.27,2012,14,258.2,2.15,196760,Hybrid,Automatic,1,1.0,4,39.3,11013.34
Toyota,7.74,2022,4,175.5,3.35,75487,Petrol,Automatic,4,0.0,4,28.6,19924.37
Mazda,6.64,2013,13,196.9,1.52,198460,Petrol,Automatic,1,0.0,4,31.3,9033.76
